,usaf,name,state,lat,lon
1628,722362,SULPHUR SPRINGS MUNICIPAL AIR,TX,33.167,-95.617
1629,722363,EDWARDS COUNTY AIRPORT,TX,29.947,-100.173
1630,722427,CLOVER FIELD AIRPORT,TX,29.519,-95.242
1631,722429,HOOKS MEMORIAL AIRPT,TX,30.068,-95.556
1632,722447,HUNTSVILLE MUNICIPAL ARPT,TX,30.744,-95.586
1633,722469,CAMPBELL FLD-CORSICANA MU,TX,32.031,-96.399
1634,722479,ARLINGTON MUNICIPAL AIRPORT,TX,32.664,-97.094
1635,722489,TERRELL MUNICIPAL AIRPORT,TX,32.71,-96.267
1636,722499,A L MANGHAM JR RGNL ARPT,TX,31.578,-94.709
1637,722524,ARANSAS COUNTY AIRPORT,TX,28.084,-97.046
1638,722537,KRVL MUNI/LUIS SHRER FD AP,TX,29.983,-99.083
1639,722539,SAN MARCOS MUNICIPAL ARPT,TX,29.891,-97.864
1640,722541,MCKINNEY MUNICIPAL ARPT,TX,33.19,-96.591
1641,722542,BURNET MUNICIPAL CRADOCK FIEL,TX,30.741,-98.235
1642,722543,SUGAR LAND REGIONAL ARPT,TX,29.622,-95.657
1643,722547,GEORGETOWN MUNICIPAL ARPT,TX,30.679,-97.679
1644,722552,GAINESVILLE MUNICIPAL ARPT,TX,33.651,-97.197
1645,722563,MC GREGOR EXECUTIVE ARPT,TX,31.485,-97.316
1646,722575,KILLEEN MUNICIPAL AIRPORT,TX,31.083,-97.683
1647,722577,DRAUGHON-MILLER CNTRL TX RGNL,TX,31.15,-97.417
1648,722587,COX FIELD AIRPORT,TX,33.633,-95.45
1649,722588,MAJORS AIRPORT,TX,33.068,-96.065
1650,722589,DENTON MUNICIPAL AIRPORT,TX,33.206,-97.199
1651,722593,FORT WORTH SPINKS AIRPORT,TX,32.565,-97.308
1652,722594,FORT WORTH ALLIANCE ARPT,TX,32.973,-97.318
1653,722598,ADDISON AIRPORT,TX,32.969,-96.836
1654,722599,DALLAS EXECUTIVE AIRPORT,TX,32.681,-96.868
1655,722616,TERRELL COUNTY AIRPORT,TX,30.048,-102.213
1656,722637,HEMPHILL COUNTY AIRPORT,TX,35.9,-100.4
1657,722648,ODESSA-SCHLEMEYER FLD ARPT,TX,31.921,-102.387
1658,722666,BROWNWOOD REGIONAL AIRPORT,TX,31.8,-98.95
1659,722676,ARTESIA MUNICIPAL AIRPORT,NM,32.853,-104.468
1660,722677,CLINES CORNERS,NM,35.003,-105.663
1661,722683,SIERRA BLANCA RGNL AIRPORT,NM,33.45,-105.517
1662,722689,CLOVIS MUNICIPAL AIRPORT,NM,34.433,-103.083
1663,722693,ALAMOGORDO-WHITE SANDS RGL AI,NM,32.84,-105.991
1664,722695,LAS CRUCES INTL AIRPORT,NM,32.283,-106.917
1665,722725,DEMING MUNICIPAL AIRPORT,NM,32.262,-107.721
1666,722728,NOGALES INTERNATIONAL ARPT,AZ,31.421,-110.846
1667,722747,SAFFORD REGIONAL AIRPORT,AZ,32.855,-109.635
1668,722748,CASA GRANDE MUNICIPAL ARPT,AZ,32.95,-111.767
1669,722749,CHANDLER MUNICIPAL AIRPORT,AZ,33.269,-111.813
1670,722764,WINDOW ROCK AIRPORT,AZ,35.658,-109.061
1671,722783,FALCON FIELD AIRPORT,AZ,33.467,-111.733
1672,722784,PHOENIX DEER VALLEY ARPT,AZ,33.688,-112.082
1673,722787,GLENDALE MUNICIPAL AIRPORT,AZ,33.527,-112.295
1674,722788,PHOENIX GOODYEAR AIRPORT,AZ,33.417,-112.383
1675,722789,SCOTTSDALE AIRPORT,AZ,33.623,-111.911
1676,722868,PALM SPRINGS INTL AIRPORT,CA,33.822,-116.504
1677,722869,RIVERSIDE MUNICIPAL ARPT,CA,33.952,-117.439
1678,722885,SANTA MONICA MUNI AIRPORT,CA,34.016,-118.451
1679,722887,BRACKETT FIELD AIRPORT,CA,34.1,-117.783
1680,722895,LOMPOC AIRPORT,CA,34.667,-120.467
1681,722897,SAN LUIS CO REGIONAL ARPT,CA,35.237,-120.641
1682,722899,CHINO AIRPORT,CA,33.975,-117.636
1683,722903,MONTGOMERY FIELD AIRPORT,CA,32.816,-117.139
1684,722904,BROWN FIELD MUNICIPAL ARPT,CA,32.572,-116.979
1685,722907,GILLESPIE FIELD AIRPORT,CA,32.826,-116.973
1686,722927,MCCLELLAN-PALOMAR AIRPORT,CA,33.128,-117.279
1687,722934,OCEANSIDE MUNICIPAL ARPT,CA,33.219,-117.349
1688,722955,ZAMPERINI FIELD AIRPORT,CA,33.803,-118.34
1689,722956,NRTHORP FLD/HATHRN MUNI AP,CA,33.923,-118.334
1690,722975,LOS ALAMITOS AAF AIRPORT,CA,33.79,-118.052
1691,722976,FULLERTON MUNICIPAL ARPT,CA,33.872,-117.979
1692,723035,FAYETT RGNL/GRANNIS FLD AP,NC,34.991,-78.88
1693,723037,MICHAEL J SMITH FLD ARPT,NC,34.733,-76.657
1694,723055,STATESVILLE MUNICIPAL ARPT,NC,35.765,-80.957
1695,723068,ROCKY MOUNT-WILSON RGN APT,NC,35.855,-77.893
1696,723069,ALBERT J ELLIS AIRPORT,NC,34.833,-77.617
1697,723074,NORTHEASTERN REGIONAL ARPT,NC,36.028,-76.567
1698,723079,TRI-COUNTY AIRPORT,NC,36.298,-77.171
1699,723109,LAURINBURG-MAXTON AIRPORT,NC,34.792,-79.366
1700,723114,LOUISA CO/FREEMAN FLD ARPT,VA,38.01,-77.97
1701,723117,RK HL/YORK CO/BRYNT FD APT,SC,34.987,-81.058
1702,723143,MOORE COUNTY AIRPORT,NC,35.237,-79.391
1703,723147,GASTONIA MUNICIPAL AIRPORT,NC,35.197,-81.156
1704,723165,WILKES COUNTY AIRPORT,NC,36.223,-81.098
1705,723171,NORTH AUXILIARY AIRFIELD EDWA,CA,34.988,-117.865
1706,723174,BURLINGTON ALAMANCE RGL AP,NC,36.047,-79.477
1707,723177,MOUNT AIRY/SURRY CO ARPT,NC,36.46,-80.553
1708,723273,SMYRNA AIRPORT,TN,36.009,-86.52
1709,723300,POPLAR BUFF MUNICIAL ARPT,MO,36.773,-90.325
1710,723307,GOLDEN TRIANGLE RGNL APT,MS,33.45,-88.583
1711,723407,JONESBORO MUNICIPAL ARPT,AR,35.831,-90.646
1712,723409,BLYTHEVILLE MUNI AIRPORT,AR,35.94,-89.831
1713,723415,MEMORIAL FIELD AIRPORT,AR,34.29,-93.06
1714,723416,STUTTGART MUNICIPAL ARPT,AR,34.6,-91.574
1715,723429,MUNICIPAL AIRPORT,AR,35.258,-93.095
1716,723434,SPRINGDALE MUNICIPAL ARPT,AR,36.176,-94.119
1717,723441,ALBION MUNICIPAL AIRPORT,NE,41.73,-98.054
1718,723448,BATESVILLE REGIONAL ARPT,AR,35.726,-91.647
1719,723449,ROGERS MUNI-CARTER FLD APT,AR,36.372,-94.107
1720,723526,CLINTON-SHERMAN AIRPORT,OK,35.357,-99.204
1721,723536,ENID WOODRING REGIONAL AIRPOR,OK,36.383,-97.8
1722,723537,GUTHRIE MUNICIPAL AIRPORT,OK,35.852,-97.414
1723,723544,WILEY POST AIRPORT,OK,35.534,-97.647
1724,723545,STILLWATER REGIONAL ARPT,OK,36.162,-97.089
1725,723555,ARDMORE MUNICIPAL AIRPORT,OK,34.3,-97.017
1726,723556,DAVIS FIELD AIRPORT,OK,35.657,-95.361
1727,723564,RICHARD LLOYD JONES JR APT,OK,36.039,-95.984
1728,723570,UNIVERSITY OF OKLAHOMA WESTHE,OK,35.25,-97.467
1729,723628,CURTIS FIELD AIRPORT,TX,31.178,-99.324
1730,723635,HUTCHINSON COUNTY AIRPORT,TX,35.695,-101.395
1731,723647,DOUBLE EAGLE II AIRPORT,NM,35.145,-106.795
1732,723654,LOS ALAMOS AIRPORT,NM,35.883,-106.283
1733,723663,TAOS REGIONAL AIRPORT,NM,36.45,-105.667
1734,723710,PAGE MUNICIPAL AIRPORT,AZ,36.926,-111.448
1735,723747,SHOW LOW MUNICIPAL AIRPORT,AZ,34.264,-110.008
1736,723754,ST JOHNS INDUS AIRPK ARPT,AZ,34.518,-109.379
1737,723759,MC CURTAIN COUNTY REGIONAL AI,OK,33.909,-94.859
1738,723761,CALDWELL MUNICIPAL AIRPORT,TX,30.516,-96.704
1739,723783,GRAND CANYON NATL PARK APT,AZ,35.946,-112.155
1740,723788,LAUGHLIN/BULLHEAD INTERNATION,AZ,35.157,-114.559
1741,723895,PORTERVILLE MUNICIPAL ARPT,CA,36.029,-119.063
1742,723896,VISALIA MUNICIPAL AIRPORT,CA,36.317,-119.4
1743,723898,HANFORD MUNICIPAL AIRPORT,CA,36.319,-119.629
1744,723930,VANDENBERG AFB,CA,34.717,-120.567
1745,724014,DINWIDDIE COUNTY AIRPORT,VA,37.183,-77.5
1746,724017,FARMVILLE REGIONAL AIRPORT,VA,37.358,-78.438
1747,724019,WAKEFIELD MUNICIPAL ARPT,VA,36.983,-77.001
1748,724026,ACCOMACK COUNTY AIRPORT,VA,37.647,-75.761
1749,724033,SHANNON AIRPORT,VA,38.267,-77.449
1750,724036,MANSAS RGNL/H P DAVS FD AP,VA,38.721,-77.515
1751,724053,WINCHESTER REGIONAL ARPT,VA,39.143,-78.144
1752,724055,LESSBURG EXECUTIVE AIRPORT,VA,39.078,-77.558
1753,724058,VIRGINIA HIGHLANDS AIRPORT,VA,36.683,-82.033
1754,724066,HGRTWN RGNL-R.HNSON FLD AP,MD,39.706,-77.73
1755,724067,MARTIN STATE AIRPORT,MD,39.333,-76.417
1756,724074,SOUTH JERSEY REGIONAL ARPT,NJ,39.941,-74.841
1757,724077,AEROFLEX-ANDOVER AIRPORT,NJ,41.009,-74.736
1758,724084,MONMOUTH EXECUTIVE AIRPORT,NJ,40.183,-74.133
1759,724093,SUSSEX COUNTY AIRPORT,DE,38.69,-75.363
1760,724094,ESSEX COUNTY AIRPORT,NJ,40.876,-74.283
1761,724105,SHENANDOAH VALLEY RGNL ART,VA,38.264,-78.896
1762,724113,VIRGINIA TECH AIRPORT,VA,37.208,-80.408
1763,724117,LONESOME PINE AIRPORT,VA,36.988,-82.53
1764,724118,MCKNBRG-BRUNWICK RGNL ARPT,VA,36.688,-78.054
1765,724127,GREENBRIER VALLEY ARIPORT,WV,37.867,-80.4
1766,724175,HARRISON/MARION RGNL ARPT,WV,39.296,-80.229
1767,724237,OWENSBORO-DAVIESS COUNTY AIRP,KY,37.75,-87.167
1768,724238,HENDERSON CITY-COUNTY ARPT,KY,37.8,-87.683
1769,724276,DAYTON-WRIGHT BROTHERS APT,OH,39.594,-84.226
1770,724284,BOLTON FIELD AIRPORT,OH,39.9,-83.133
1771,724287,METCALF FIELD AIRPORT,OH,41.563,-83.476
1772,724288,OHIO STATE UNIVERSITY ARPT,OH,40.078,-83.078
1773,724294,FAIRFIELD COUNTY AIRPORT,OH,39.756,-82.657
1774,724298,LIMA ALLEN COUNTY AIRPORT,OH,40.708,-84.027
1775,724330,SALEM-LECKRONE AIRPORT,IL,38.65,-88.967
1776,724335,MOUNT VERNON AIRPORT,IL,38.323,-88.858
1777,724336,SOUTHERN ILLINOIS AIRPORT,IL,37.78,-89.25
1778,724339,WILLIAMSON COUNTY RGNL APT,IL,37.75,-89.0
1779,724356,SHELBYVILLE MINUCIPAL ARPT,IN,39.578,-85.803
1780,724365,HUNTINGBURG AIRPORT,IN,38.249,-86.954
1781,724375,MONROE COUNTY AIRPORT,IN,39.133,-86.617
1782,724384,EAGLE CREEK AIRPARK ARPT,IN,39.825,-86.296
1783,724385,ANRSN MUNI DRNGTON FLD AP,IN,40.117,-85.617
1784,724387,KOKOMO MUNICIPAL AIRPORT,IN,40.528,-86.059
1785,724464,AGRICULTURAL SCIENCE CENTER,MO,39.823,-93.579
1786,724468,JOHNSON CO EXECUTIVE ARPT,KS,38.85,-94.739
1787,724502,STROTHER FIELD AIRPORT,KS,37.168,-97.037
1788,724504,COLONEL JAMES JABARA ARPT,KS,37.746,-97.221
1789,724508,LAWRENCE MUNICIPAL AIRPORT,KS,39.008,-95.212
1790,724509,NEWTON-CITY-COUNTY AIRPORT,KS,38.068,-97.275
1791,724516,LIBERAL MUNICIPAL AIRPORT,KS,37.05,-100.967
1792,724517,GREAT BEND MUNICIPAL ARPT,KS,38.35,-98.867
1793,724518,HAYS REGIONAL AIRPORT,KS,38.85,-99.267
1794,724519,COFFEYVILLE MUNICIPAL ARPT,KS,37.091,-95.566
1795,724555,MANHATTAN REGIONAL AIRPORT,KS,39.135,-96.679
1796,724604,ELKHART-MORTON CO AIRPORT,KS,37.0,-101.883
1797,724625,DURA-LA PLATA CO AIRPORT,CO,37.143,-107.76
1798,724627,TELLURIDE REGIONAL AIRPORT,CO,37.95,-107.9
1799,724636,LAMAR MUNICIPAL AIRPORT,CO,38.072,-102.687
1800,724646,COMANCHE NATIONAL GRASSLAND,CO,37.283,-102.614
1801,724666,CENTENNIAL AIRPORT,CO,39.57,-104.849
1802,724673,LEADVILLE/LAKE COUNTY APT,CO,39.229,-106.317
1803,724674,MEEKER AIRPORT,CO,40.044,-107.889
1804,724676,ASPEN-PITKIN COUNTY ARPT,CO,39.23,-106.871
1805,724689,KIT CARSON COUNTY AIRPORT,CO,39.245,-102.284
1806,724700,CARBON COUNTY AIRPORT,UT,39.609,-110.755
1807,724754,ST GEORGE MUNICIPAL ARPT,UT,37.1,-113.6
1808,724765,MONTROSE REGIONAL AIRPORT,CO,38.506,-107.899
1809,724767,CORTEZ MUNICIPAL AIRPORT,CO,37.307,-108.626
1810,724768,GREELEY-WELD COUNTY ARPT,CO,40.436,-104.632
1811,724769,FORT COLLINS LOVELAND AP,CO,40.45,-105.017
1812,724776,CANYONLANDS FIELD AIRPORT,UT,38.75,-109.763
1813,724815,MRCD MUNI/MACREADY FLD APT,CA,37.285,-120.513
1814,724828,NUT TREE AIRPORT,CA,38.378,-121.958
1815,724838,YUBA COUNTRY AIRPORT,CA,39.102,-121.568
1816,724846,NORTH LAS VEGAS AIRPORT,NV,36.212,-115.196
1817,724915,MONTEREY PENINSULA AIRPORT,CA,36.588,-121.845
1818,724937,PALO ALTO AIRPORT OF SANTA CL,CA,37.467,-122.117
1819,724938,SAN CARLOS AIRPORT,CA,37.517,-122.25
1820,724946,REID-HILLVIEW AIRPORT OF SANT,CA,37.333,-121.817
1821,724973,CHICO MUNICIPAL AIRPORT,CA,39.8,-121.85
1822,724975,CAIRO REGIONAL AIRPORT,IL,37.064,-89.219
1823,725014,MONTAUK AIRPORT,NY,41.073,-71.923
1824,725016,BROOKHAVEN AIRPORT,NY,40.822,-72.869
1825,725027,MERIDEN MARKHAM MUNI ARPT,CT,41.51,-72.828
1826,725029,WATERBURY-OXFORD AIRPORT,CT,41.483,-73.133
1827,725054,NORTH CENTRAL STATE ARPT,RI,41.921,-71.491
1828,725064,PLYMOUTH MUNICIPAL AIRPORT,MA,41.91,-70.729
1829,725066,MARTHAS VINEYARD AIRPORT,MA,41.393,-70.615
1830,725067,BRNSBL MUNI-BMAN/POL FD AP,MA,41.669,-70.28
1831,725068,TAUNTON MUNICIPAL AIRPORT,MA,41.876,-71.021
1832,725069,CHATHAM MUNICIPAL AIRPORT,MA,41.688,-69.993
1833,725073,PROVINCETOWN MUNI AIRPORT,MA,42.072,-70.221
1834,725075,HARRIMAN-AND-WEST AIRPORT,MA,42.697,-73.17
1835,725079,NEWPORT STATE AIRPORT,RI,41.533,-71.283
1836,725086,DANBURY MUNICIPAL AIRPORT,CT,41.371,-73.483
1837,725088,BEVERLY MUNICIPAL AIRPORT,MA,42.584,-70.918
1838,725098,NORWOOD MEMORIAL AIRPORT,MA,42.191,-71.174
1839,725109,POTTSTOWN LIMERICK AIRPORT,PA,40.238,-75.555
1840,725113,DOYLESTOWN AIRPORT,PA,40.33,-75.123
1841,725114,YORK AIRPORT,PA,39.918,-76.874
1842,725116,LANCASTER AIRPORT,PA,40.12,-76.294
1843,725117,WASHINGTON COUNTY AIRPORT,PA,40.133,-80.283
1844,725119,CLEARFIELD-LAWRENCE ARPT,PA,41.047,-78.412
1845,725124,BTLR CO/K W SCHOLTER FD AP,PA,40.777,-79.95
1846,725145,SULLIVAN COUNTY INTL ARPT,NY,41.701,-74.795
1847,725146,OSWEGO COUNTY AIRPORT,NY,43.35,-76.385
1848,725155,ITHACA TOMPKINS REGIONAL AIRP,NY,42.483,-76.467
1849,725157,MUNI ARPT TARANTINE FLD AP,NY,42.109,-77.992
1850,725165,RUTLAND STATE AIRPORT,VT,43.533,-72.95
1851,725175,INDIANA COUNTY/JIMMY STEWART,PA,40.633,-79.1
1852,725194,PENN YAN AIRPORT,NY,42.643,-77.056
1853,725207,ARNOLD PALMER REGIONAL APT,PA,40.283,-79.4
1854,725208,MARION MUNICIPAL AIRPORT,OH,40.616,-83.064
1855,725217,BUTLER CO. REGIONAL ARPT,OH,39.364,-84.525
1856,725224,HARRY CLEVER FIELD AIRPORT,OH,40.472,-81.424
1857,725229,NEWARK-HEATH AIRPORT,OH,40.023,-82.463
1858,725235,CHAUTAUQUA CO/JAMESTOWN AP,NY,42.15,-79.25
1859,725254,DEFIANCE MEMORIAL AIRPORT,OH,41.338,-84.429
1860,725314,ST LOUIS DOWNTOWN AIRPORT,IL,38.571,-90.157
1861,725335,GRISSOM AFB AIRPORT,IN,40.65,-86.15
1862,725336,DELAWARE CO-JOHNSON FD APT,IN,40.234,-85.394
1863,725342,LRNCVLL-VINCNES INTL ARPT,IL,38.764,-87.606
1864,725374,ANN ARBOR MUNICIPAL ARPT,MI,42.223,-83.744
1865,725378,LIVINGSTON COUNTY AIRPORT,MI,42.629,-83.984
1866,725383,KIRSCH MUNICIPAL AIRPORT,MI,41.817,-85.433
1867,725384,ST CLAIR COUNTY INTL ARPT,MI,42.911,-82.529
1868,725386,HARBOR BEACH,MI,44.022,-82.793
1869,725387,COPPER HARBOR,MI,47.467,-87.883
1870,725394,TULIP CITY AIRPORT,MI,42.746,-86.097
1871,725404,ADRIAN LENAWEE COUNTY ARPT,MI,41.868,-84.079
1872,725405,GRATIOT COMMUNITY AIRPORT,MI,43.322,-84.688
1873,725406,HURON COUNTY MEMORIAL AIRPORT,MI,43.78,-82.986
1874,725407,OTSEGO COUNTY AIRPORT,MI,45.013,-84.701
1875,725409,HILLSDALE MUNICIPAL ARPT,MI,41.921,-84.586
1876,725414,BRANCH COUNTY MEMO AIRPORT,MI,41.933,-85.053
1877,725415,BROOKS FIELD AIRPORT,MI,42.251,-84.956
1878,725417,MASON JEWETT FIELD AIRPORT,MI,42.566,-84.433
1879,725434,POCONO MTNS MUNI AIRPORT,PA,41.139,-75.379
1880,725453,ATLANTIC MUNICIPAL AIRPORT,IA,41.407,-95.047
1881,725454,WASHINGTON MUNICIPAL ARPT,IA,41.276,-91.673
1882,725456,KEOKUK MUNICIPAL AIRPORT,IA,40.46,-91.428
1883,725457,ALGONA MUNICIPAL AIRPORT,IA,43.078,-94.272
1884,725458,CLARION MUNICIPAL AIRPORT,IA,42.742,-93.759
1885,725461,MARSHALLTOWN MUNICIPAL APT,IA,42.111,-92.916
1886,725463,CHARLES CITY MUNICIPAL APT,IA,43.073,-92.611
1887,725464,NEWTON MUNICIPAL AIRPORT,IA,41.674,-93.022
1888,725466,ANKENY REGIONAL AIRPORT,IA,41.691,-93.566
1889,725467,SHENANDOAH MUNICIPAL ARPT,IA,40.751,-95.413
1890,725468,ARTHUR N. NEU AIRPORT,IA,42.046,-94.789
1891,725469,CHARITON MUNICIPAL AIRPORT,IA,41.019,-93.359
1892,725472,AMES MUNICIPAL AIRPORT,IA,41.991,-93.619
1893,725473,CLINTON MUNICIPAL AIRPORT,IA,41.833,-90.333
1894,725474,CRESTON MUNICIPAL AIRPORT,IA,41.007,-94.363
1895,725475,MONTICELLO REGIONAL ARPT,IA,42.224,-91.166
1896,725476,DECORAH MUNICIPAL AIRPORT,IA,43.275,-91.739
1897,725477,DENISON MUNICIPAL AIRPORT,IA,41.986,-95.381
1898,725478,WEBSTER CITY MUNI AIRPORT,IA,42.436,-93.869
1899,725479,SCHENCK FIELD AIRPORT,IA,40.722,-95.026
1900,725484,LE MARS MUNICIPAL AIRPORT,IA,42.778,-96.194
1901,725486,BOONE MUNICIPAL AIRPORT,IA,42.049,-93.848
1902,725487,MUSCATINE MUNICIPIAL ARPT,IA,41.367,-91.15
1903,725488,OELWEIN MUNICIPAL AIRPORT,IA,42.681,-91.974
1904,725490,FORT DODGE REGIONAL APRT,IA,42.55,-94.183
1905,725493,KNOXVILLE MUNICIPAL ARPT,IA,41.299,-93.114
1906,725494,RED OAK MUNICIPAL AIRPORT,IA,41.01,-95.26
1907,725495,SHELDON MUNICIPAL AIRPORT,IA,43.208,-95.833
1908,725496,STORM LAKE MUNICIPAL ARPT,IA,42.597,-95.241
1909,725497,COUNCIL BLUFFS MUNI ARPT,IA,41.259,-95.76
1910,725498,AUDUBON COUNTY AIRPORT,IA,41.7,-94.917
1911,725499,LAMONI MUNICIPAL AIRPORT,IA,40.631,-93.901
1912,725512,YORK MUNICIPAL AIRPORT,NE,40.894,-97.626
1913,725513,ARRA MUNI-AL POTTER FLD AP,NE,40.893,-97.997
1914,725515,BEATRICE MUNICIPAL AIRPORT,NE,40.301,-96.754
1915,725524,EVELYN SHARP FIELD AIRPORT,NE,41.623,-98.948
1916,725525,HASTINGS MUNICIPAL AIRPORT,NE,40.601,-98.426
1917,725526,KEARNEY MUNICIPAL AIRPORT,NE,40.733,-99.0
1918,725527,TEKAMAH MUNICIPAL AIRPORT,NE,41.764,-96.178
1919,725541,NEBRASKA CITY MUNI AIRPORT,NE,40.606,-95.864
1920,725555,BROKEN BOW MUNICIPAL ARPT,NE,41.433,-99.633
1921,725556,AINSWORTH MUNICIPAL ARPT,NE,42.577,-100.001
1922,725564,FREMONT MUNICIPAL AIRPORT,NE,41.449,-96.52
1923,725565,COLUMBUS MUNICIPAL AIRPORT,NE,41.448,-97.343
1924,725566,THE O'NEILL MUNI-JOHN L BAKER,NE,42.47,-98.688
1925,725621,SEARLE FIELD AIRPORT,NE,41.119,-101.768
1926,725625,MC COOK MUNICIPAL AIRPORT,NE,40.206,-100.591
1927,725628,BREWSTER FIELD AIRPORT,NE,40.45,-99.339
1928,725635,ALLIANCE MUNICIPAL AIRPORT,NE,42.057,-102.802
1929,725665,KMBAL MUNI/R E ARRAJ FD AP,NE,41.189,-103.671
1930,725686,CONVERSE COUNTY AIRPORT,WY,42.796,-105.38
1931,725700,CRAIG-MOFFAT AIRPORT,CO,40.493,-107.524
1932,725705,VERNAL AIRPORT,UT,40.443,-109.513
1933,725717,GARFIELD CO REGIONAL ARPT,CO,39.528,-107.72
1934,725724,PROVO MUNICIPAL AIRPORT,UT,40.219,-111.723
1935,725763,TORRINGTON MUNICIPAL ARPT,WY,42.061,-104.158
1936,725776,JACKSON HOLE AIRPORT,WY,43.6,-110.733
1937,725784,ELK CITY,ID,46.144,-115.596
1938,725846,TRUCKEE-TAHOE AIRPORT,CA,39.32,-120.139
1939,725865,FRIEDMAN MEMORIAL AIRPORT,ID,43.5,-114.3
1940,725866,JSIN FLD-MAGIC VLY RGN APT,ID,42.482,-114.487
1941,725940,WOODLEY ISLAND (NEW 10/94)   ,CA,40.81,-124.16
1942,725958,ALTURAS MUNICIPAL AIRPORT,CA,41.491,-120.564
1943,725976,LAKE COUNTY AIRPORT,OR,42.167,-120.4
1944,726055,PEASE INTERNATIONAL TRADEPORT,NH,43.083,-70.817
1945,726077,HANCOCK CO-BAR HARBOR ARPT,ME,44.45,-68.367
1946,726079,KNOX COUNTY REGIONAL ARPT,ME,44.067,-69.1
1947,726083,NRN AROOSTOOK REGIONAL APT,ME,47.286,-68.313
1948,726114,MORRISVILLE-STOWE ST ARPT,VT,44.534,-72.614
1949,726155,LACONIA MUNICIPAL AIRPORT,NH,43.567,-71.433
1950,726163,JAFFREY MINI-SLVR RNCH APT,NH,42.805,-72.004
1951,726166,W. H. MORSE STATE AIRPORT,VT,42.891,-73.247
1952,726183,EASTERN SLOPES RGNL ARPT,ME,43.991,-70.948
1953,726190,MAINE FOREST SERVICE,ME,45.462,-69.595
1954,726228,ADIRONDACK REGIONAL ARPT,NY,44.385,-74.207
1955,726355,SW MICHIGAN REGIONAL ARPT,MI,42.126,-86.428
1956,726357,KLMAZO/BTL CREEK INTL ARPT,MI,42.235,-85.552
1957,726375,OAKLAND CO. INTNL AIRPORT,MI,42.665,-83.418
1958,726417,TAYLOR COUNTY AIRPORT,WI,45.101,-90.303
1959,726418,L.O. SIMENSTAD MUNICIPAL AIRP,WI,45.308,-92.69
1960,726419,JOHN F KENNEDY MEMO ARPT,WI,46.549,-90.919
1961,726426,STEVENS POINT MUNI ARPT,WI,44.55,-89.533
1962,726427,RICHARD I BONG AIRPORT,WI,46.689,-92.094
1963,726437,SPARTA/FORT MC COY AIRPORT,WI,43.967,-90.733
1964,726438,BOSCOBEL AIRPORT,WI,43.156,-90.678
1965,726444,PRAIRIE DU CHIEN MUNI ARPT,WI,43.019,-91.124
1966,726452,ALEXANDER FD S WOOD CO APT,WI,44.359,-89.837
1967,726456,WHITTMAN REGIONAL AIRPORT,WI,43.984,-88.557
1968,726466,APPLETON MUNICIPAL AIRPORT,MN,45.228,-96.007
1969,726467,RICE LAKE REGIONAL-CARL'S FIE,WI,45.419,-91.773
1970,726468,PRICE COUNTY AIRPORT,WI,45.709,-90.402
1971,726498,FAIRFIELD MUNICIPAL ARPT,IA,41.053,-91.979
1972,726499,ESTHERVILLE MUNI AIRPORT,IA,43.401,-94.747
1973,726500,SPENCER MUNICIPAL AIRPORT,IA,43.164,-95.202
1974,726503,BARABOO WISCONSIN DELLS AIRPO,WI,43.522,-89.774
1975,726507,IOWA COUNTY AIRPORT,WI,42.887,-90.236
1976,726517,PINE RIDGE AIRPORT,SD,43.021,-102.518
1977,726518,WINNER REGIONAL AIRPORT,SD,43.391,-99.842
1978,726519,SISSETON MUNICIPAL AIRPORT,SD,45.669,-96.991
1979,726525,CHAN GURNEY MUNICIPAL ARPT,SD,42.879,-97.364
1980,726530,CHAMBERLAIN MUNI AIRPORT,SD,43.767,-99.318
1981,726539,FAITH MUNICIPAL AIRPORT,SD,45.032,-102.019
1982,726544,ORR REGIONAL AIRPORT,MN,48.016,-92.856
1983,726545,MITCHELL MUNICIPAL AIRPORT,SD,43.774,-98.038
1984,726547,GLENWOOD MUNICIPAL AIRPORT,MN,45.644,-95.32
1985,726548,WARROAD INTL-SWEDE CARLSON FL,MN,48.941,-95.348
1986,726549,COOK MUNICIPAL AIRPORT,MN,47.822,-92.689
1987,726553,MONTIVIDEO-CHIPPEWA CO APT,MN,44.969,-95.71
1988,726554,ST JAMES MUNICIPAL AIRPORT,MN,43.986,-94.558
1989,726555,BRAINERD LAKES RGNL ARPT,MN,46.405,-94.131
1990,726559,SW MN RGNL MRSHL/RYAN FIELD A,MN,44.45,-95.817
1991,726561,WADENA MUNICIPAL AIRPORT,MN,46.447,-95.212
1992,726562,AIRLAKE AIRPORT,MN,44.628,-93.228
1993,726563,FARIBAULT MUNICIPAL ARPT,MN,44.333,-93.317
1994,726564,RED WING REGIONAL AIRPORT,MN,44.589,-92.485
1995,726565,MORRIS MUNICIPAL AIRPORT,MN,45.566,-95.968
1996,726566,PIPESTONE MUNICIPAL ARPT,MN,43.983,-96.3
1997,726567,NEW ULM MUNICIPAL AIRPORT,MN,44.319,-94.502
1998,726568,OWATONNA DEGNER RGNL ARPT,MN,44.123,-93.261
1999,726569,HTCHSON MUNI-BUTLR FLD APT,MN,44.859,-94.382
2000,726575,CRYSTAL AIRPORT,MN,45.062,-93.351
2001,726578,LITL FALS/MRSON CO-LNBRG FIEL,MN,45.949,-94.347
2002,726579,FLYING CLOUD AIRPORT,MN,44.832,-93.471
