,usaf,name,state,lat,lon,elev,min_temp,mean_temp,max_temp,total_snow,total_precipitation,high_prcp_days,tornado_funnel_cloud,hail,severity_rating
569,720408,COATESVILLE/CARLSON AIRPORT,PA,39.983,-75.867,+0201.0,3.2,53.59171270718232,91.4,0.0,0.0,0.0,0.0,0.0,0.0
2,A00030,CONNELLSVILLE AIRPORT,PA,39.959,-79.657,+0386.2,-2.6,53.63822629969419,91.8,0.0,0.0,0.0,0.0,0.0,0.0
1233,725113,DOYLESTOWN AIRPORT,PA,40.33,-75.123,+0120.1,5.0,54.99123287671233,98.1,0.0,43.18,0.0,0.0,0.0,0.0
1954,725125,DU BOIS JEFFERSON C,PA,41.167,-78.9,+0554.0,-6.0,49.539726027397265,91.0,0.0,42.04,0.0,0.0,0.0,0.0
2359,725260,ERIE INTL/T. RIDGE FIELD AIRP,PA,42.08,-80.182,+0222.2,-0.9,51.04410958904109,91.0,313.79999999999995,49.32,0.0,0.0,0.0,0.0
1766,723990,HARRISBURG INTERNATIONAL AIRP,PA,40.196,-76.772,+0095.1,3.9,54.89232876712329,96.1,31.799999999999994,43.26,0.0,0.0,0.0,0.0
1953,725118,HARRISBURG/CAPITAL,PA,40.217,-76.85,+0106.0,5.0,56.275068493150684,97.0,0.0,38.52,0.0,0.0,0.0,0.0
1244,725175,INDIANA COUNTY/JIMMY STEWART,PA,40.633,-79.1,+0428.2,-9.4,50.95178082191782,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1955,725127,JOHN MURTHA JOHNSTO,PA,40.317,-78.833,+0696.0,-8.0,48.996986301369866,88.0,0.0,44.0,0.0,0.0,0.0,0.0
1235,725116,LANCASTER AIRPORT,PA,40.12,-76.294,+0122.8,5.0,55.27890410958904,97.0,0.0,38.54,0.0,0.0,0.0,0.0
2261,725170,LEHIGH VALLEY INTERNATIONAL A,PA,40.65,-75.448,+0118.9,1.0,52.675824175824175,95.0,35.400000000000006,48.22,0.0,0.0,0.0,0.0
377,998265,MARCUS HOOK,PA,39.817,-75.417,+0003.0,7.7,56.778571428571425,94.3,0.0,0.0,0.0,0.0,0.0,0.0
23,725203,MIFFLIN CO,PA,40.677,-77.627,+0249.6,-4.0,51.50958904109589,96.8,0.0,0.0,0.0,0.0,0.0,0.0
795,725144,MUIR ARMY AIRFIELD (FORT INDI,PA,40.433,-76.567,+0148.7,2.7,53.05041551246537,94.5,11.0,46.980000000000004,0.0,0.0,0.0,0.0
557,720378,NEW CASTLE MUNI,PA,41.025,-80.413,+0326.7,-11.9,50.221095890410965,93.9,0.0,35.82,0.0,0.0,0.0,0.0
594,997698,NEWBOLD,PA,40.8,-74.75,+0018.0,7.7,56.00974930362118,95.7,0.0,0.0,0.0,0.0,0.0,0.0
1926,724085,NORTHEAST PHILADELPH,PA,40.082,-75.011,+0037.0,1.0,56.65234159779614,99.0,0.0,39.64,0.0,0.0,0.0,0.0
1951,725105,PENN VALLEY,PA,40.817,-76.867,+0137.0,1.0,51.60904109589041,96.8,0.0,41.88,0.0,0.0,0.0,0.0
584,997286,PHILADELPHIA,PA,39.93,-75.0,+0020.0,7.2,58.09777158774373,100.9,0.0,0.0,0.0,0.0,0.0,0.0
2220,724080,PHILADELPHIA INTERNATIONAL AI,PA,39.873,-75.227,+0003.1,7.0,58.18958904109589,99.0,23.1,46.160000000000004,0.0,0.0,0.0,0.0
2428,725200,PITTSBURGH INTERNATIONAL AIRP,PA,40.485,-80.214,+0366.7,-6.0,51.75357142857143,93.9,167.49999999999997,42.15,0.0,0.0,0.0,0.0
1272,725434,POCONO MTNS MUNI AIRPORT,PA,41.139,-75.379,+0584.0,-9.0,46.95,88.0,0.0,57.29,0.0,0.0,0.0,0.0
1611,725104,PORT MEADVILLE AIRPORT,PA,41.626,-80.215,+0426.7,-6.0,49.152328767123294,91.0,0.0,36.47,0.0,0.0,0.0,0.0
1232,725109,POTTSTOWN LIMERICK AIRPORT,PA,40.238,-75.555,+0087.8,1.9,52.32506887052342,93.0,0.0,48.96,0.0,0.0,0.0,0.0
920,720324,QUAKERTOWN AIRPORT,PA,40.435,-75.382,+0160.3,-0.4,52.755769230769225,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,725103,READING RGNL CARL A,PA,40.367,-75.967,+0105.0,3.9,55.23324175824176,97.0,0.0,43.59,0.0,0.0,0.0,0.0
1776,725128,UNIVERSITY PARK AIRPORT,PA,40.85,-77.85,+0377.7,-2.4,50.70164383561644,91.4,0.0,10.53,0.0,0.0,0.0,0.0
1958,725267,VENANGO RGNL,PA,41.378,-79.86,+0469.0,-7.6,48.46776859504133,90.0,0.0,47.64,0.0,0.0,0.0,0.0
1236,725117,WASHINGTON COUNTY AIRPORT,PA,40.133,-80.283,+0361.2,-7.1,51.10082417582417,91.9,0.0,31.04,0.0,0.0,0.0,0.0
2258,725130,WILKES-BARRE/SCRANTON INTL AI,PA,41.334,-75.727,+0283.5,-2.9,52.23939393939394,98.1,0.0,43.96,0.0,0.0,0.0,0.0
2259,725140,WILLIAMSPORT REGIONAL AIRPORT,PA,41.243,-76.922,+0158.5,-2.9,51.74630136986302,98.1,147.49999999999997,43.18,0.0,0.0,0.0,0.0
1731,720304,WINGS FIELD AIRPORT,PA,40.1,-75.267,+0092.1,4.8,53.998891966759,97.0,0.0,26.93,0.0,0.0,0.0,0.0
1234,725114,YORK AIRPORT,PA,39.918,-76.874,+0148.1,1.9,53.59205479452055,93.9,0.0,36.05,0.0,0.0,0.0,0.0
273,785265,FERNANDO LUIS RIBAS DOMINICCI,PR,18.457,-66.098,+0003.1,69.8,81.83977900552486,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1826,785260,LUIS MUNOZ MARIN INTERNATIONA,PR,18.433,-66.011,+0002.7,66.9,80.30493150684931,93.9,0.0,74.49,0.0,1.0,0.0,3.0
2369,785350,NAVAL STATION ROOSEVELT ROADS,PR,18.255,-65.641,+0010.1,64.9,80.92078651685394,91.9,0.0,62.94,0.0,0.0,0.0,0.0
1502,785140,RAFAEL HERNANDEZ AIRPORT,PR,18.498,-67.129,+0066.5,64.4,80.07287671232876,91.4,0.0,0.0,0.0,0.0,0.0,0.0
2124,725058,BLOCK ISLAND STATE AIRPORT,RI,41.168,-71.578,+0032.0,8.1,52.28480662983425,88.0,0.0,15.34,0.0,0.0,0.0,0.0
694,997277,CONIMUCUT LIGHT,RI,41.72,-71.33,+0010.0,8.4,54.007333333333335,88.5,0.0,0.0,0.0,0.0,0.0,0.0
616,998004,NARRAGANSETT BAY RESERVE,RI,41.633,-71.333,+0013.0,3.9,53.09201101928374,91.4,0.0,17.62,0.0,0.0,0.0,0.0
701,997285,NEWPORT,RI,41.5,-71.32,+0010.0,9.5,53.09136490250697,84.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,725079,NEWPORT STATE AIRPORT,RI,41.533,-71.283,+0052.4,1.9,52.007397260273976,89.1,0.0,44.26,0.0,0.0,0.0,0.0
1220,725054,NORTH CENTRAL STATE ARPT,RI,41.921,-71.491,+0134.4,0.0,51.398356164383564,93.9,0.0,45.7,1.0,0.0,0.0,1.0
643,997294,POTTER COVE - PRUDENCE ISLAND,RI,41.637,-71.339,+0003.0,6.6,53.34568245125348,89.8,0.0,0.0,0.0,0.0,0.0,0.0
695,997278,PROVIDENCE,RI,41.8,-71.4,+0010.0,6.4,54.032876712328765,96.3,0.0,0.0,0.0,0.0,0.0,0.0
536,997288,QUONSET POINT,RI,41.58,-71.4,+0010.0,7.0,53.12311977715877,87.4,0.0,0.0,0.0,0.0,0.0,0.0
785,725074,QUONSET STATE AIRPORT,RI,41.597,-71.412,+0005.8,8.6,58.21307189542483,95.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,725070,THEODORE F GREEN STATE AIRPOR,RI,41.723,-71.433,+0016.8,1.9,53.52328767123287,98.1,128.3,49.64,0.0,0.0,0.0,0.0
983,722151,WESTERLY STATE AIRPORT,RI,41.35,-71.799,+0024.7,-5.1,52.51616438356165,91.0,0.0,36.25,0.0,0.0,0.0,0.0
670,997990,ACE BASIN RESERVE,SC,32.55,-80.45,+0005.0,16.9,65.84898550724637,97.9,0.0,25.49,0.0,0.0,0.0,0.0
442,720601,AIKEN MUNICIPAL AIRPORT,SC,33.65,-81.683,+0161.2,10.9,63.52115384615384,101.8,0.0,41.55,0.0,0.0,0.0,0.0
1816,723190,ANDERSON REGIONAL AIRPORT,SC,34.498,-82.71,+0231.7,9.0,62.59698630136987,100.9,0.0,40.31,0.0,0.0,0.0,0.0
443,720602,BARNWELL REGIONAL AIRPORT,SC,33.25,-81.383,+0075.3,12.2,64.72931506849316,100.4,0.0,0.0,0.0,0.0,0.0,0.0
439,720612,BEAUFORT COUNTY AIRPORT,SC,32.412,-80.634,+0038.1,19.4,66.54505494505494,96.8,0.0,0.0,0.0,0.0,0.0,0.0
2425,722085,BEAUFORT MCAS,SC,32.483,-80.717,+0011.3,18.0,67.8890410958904,100.9,0.0,41.3,0.0,0.0,0.0,0.0
448,720598,BERKELEY COUNTY AIRPORT,SC,33.183,-80.033,+0022.3,17.6,63.951780821917815,95.0,0.0,0.0,0.0,0.0,0.0,0.0
154,997174,CHARLESTON,SC,32.782,-79.925,+0006.0,20.1,68.40278551532035,96.6,0.0,0.0,0.0,0.0,0.0,0.0
2437,722080,CHARLESTON AFB/INTERNATIONAL,SC,32.899,-80.041,+0012.2,18.0,66.51232876712326,98.1,0.0,51.22,0.0,0.0,0.0,0.0
143,720606,CHARLESTON EXECUTIVE AIRPORT,SC,32.701,-80.003,+0005.2,17.6,66.79479452054794,100.4,0.0,0.0,0.0,0.0,0.0,0.0
444,720605,CHERAW MUNICIPAL LYNCH BELLIN,SC,34.717,-79.95,+0073.2,14.0,62.8205479452055,100.4,0.0,0.0,0.0,0.0,0.0,0.0
449,720599,CHESTER CATAWBA REGIONAL AIRP,SC,34.783,-81.2,+0200.3,10.4,60.99612188365652,96.8,0.0,0.0,0.0,0.0,0.0,0.0
2485,723100,COLUMBIA METROPOLITAN AIRPORT,SC,33.942,-81.118,+0068.6,12.0,64.49013698630137,102.9,3.2,41.14,0.0,0.0,0.0,0.0
1576,723104,COLUMBIA OWENS DOWNTOWN AP,SC,33.971,-80.996,+0064.6,12.9,65.21452054794521,100.9,0.0,43.91,0.0,0.0,0.0,0.0
413,720613,CONWAY HORRY COUNTY AIRPORT,SC,33.828,-79.122,+0010.1,17.6,62.64246575342466,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,723116,DARLINGTON COUNTY JETPORT AIR,SC,34.466,-79.89,+0058.5,14.0,62.98520547945205,99.0,0.0,34.18,0.0,0.0,0.0,0.0
1580,723122,DONALDSON CENTER AIRPORT,SC,34.758,-82.376,+0291.1,6.8,62.019726027397255,98.6,0.0,8.32,0.0,0.0,0.0,0.0
417,720634,FAIRFIELD COUNTY AIRPORT,SC,34.315,-81.109,+0176.2,12.2,62.26575342465754,98.6,0.0,0.0,0.0,0.0,0.0,0.0
2347,723106,FLORENCE REGIONAL AIRPORT,SC,34.188,-79.731,+0044.5,14.0,64.9613698630137,102.0,0.0,40.65,0.0,0.0,0.0,0.0
414,747918,GEORGETOWN COUNTY AIRPORT,SC,33.317,-79.317,+0012.2,17.6,63.72849315068493,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1913,723119,GREENVILLE DOWNTOWN,SC,34.85,-82.35,+0319.0,8.1,63.743287671232885,100.9,0.0,49.57,0.0,0.0,0.0,0.0
2204,723120,GREENVILLE-SPARTANBURG INTL A,SC,34.906,-82.213,+0291.1,7.0,60.968493150684935,98.1,16.1,57.02,0.0,0.0,0.0,0.0
1582,723124,GREENWOOD COUNTY AIRPORT,SC,34.249,-82.159,+0192.3,8.1,61.12,99.0,0.0,36.72,0.0,0.0,0.0,0.0
422,720633,HARTSVILLE REGIONAL AIRPORT,SC,34.4,-80.117,+0111.3,12.2,62.575616438356164,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1517,720120,HILTON HEAD AIRPORT,SC,32.217,-80.7,+0007.3,19.4,67.90109589041094,98.6,0.0,0.0,0.0,0.0,0.0,0.0
522,998177,LAKE MURRAY,SC,34.1,-81.267,+0109.0,13.8,65.01452054794518,98.1,0.0,0.0,0.0,0.0,0.0,0.0
498,998208,LAKE WATEREE,SC,34.333,-80.7,+0087.0,12.7,63.34739726027397,100.2,0.0,0.0,0.0,0.0,0.0,0.0
452,720607,LANCASTER COUNTY MC WHIRTER F,SC,34.717,-80.85,+0148.1,10.4,62.10909090909091,98.6,0.0,0.0,0.0,0.0,0.0,0.0
447,720597,LAURENS COUNTY AIRPORT,SC,34.5,-81.95,+0212.1,10.4,60.91369863013698,98.6,0.0,0.0,0.0,0.0,0.0,0.0
144,720609,LOWCOUNTRY REGIONAL AIRPORT,SC,32.917,-80.633,+0031.1,15.8,64.25589041095891,98.6,0.0,0.0,0.0,0.0,0.0,0.0
453,720608,MARION COUNTY AIRPORT,SC,34.181,-79.335,+0028.0,17.6,62.46876712328767,96.8,0.0,0.0,0.0,0.0,0.0,0.0
419,720631,MARLBORO COUNTY JETPORT H E A,SC,34.617,-79.733,+0045.1,15.8,61.75702479338843,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1719,723105,MCENTIRE AIR NATIONAL GUARD S,SC,33.967,-80.8,+0077.4,12.0,63.69166666666666,100.9,0.0,37.91,0.0,0.0,0.0,0.0
480,747917,MT PLEASANT REGIONAL AIRPORT,SC,32.9,-79.783,+0004.3,17.6,66.14958448753461,98.6,0.0,0.0,0.0,0.0,0.0,0.0
2011,747910,MYRTLE BEACH CIV,SC,33.683,-78.933,+0008.0,17.1,65.3654794520548,96.1,0.0,50.73,0.0,0.0,0.0,0.0
446,720596,NEWBERRY COUNTY AIRPORT,SC,34.3,-81.633,+0173.1,10.4,63.49567723342939,98.6,0.0,0.0,0.0,0.0,0.0,0.0
730,722216,NORTH AF AUX,SC,33.615,-81.084,+0097.8,19.8,66.6075,102.4,0.0,15.83,0.0,0.0,0.0,0.0
663,998005,NORTH INLET-WINYAH BAY,SC,33.35,-79.183,+0004.0,17.8,65.68402203856749,94.3,0.0,22.98,0.0,0.0,0.0,0.0
2012,747915,NORTH MYRTLE BEACH,SC,33.817,-78.717,+0010.0,17.1,64.2,97.0,0.0,49.2,0.0,0.0,0.0,0.0
1579,723118,OCCONEE COUNTY RGNL ARPT,SC,34.672,-82.886,+0271.6,6.1,61.68273972602739,99.0,0.0,49.65,0.0,0.0,0.0,0.0
1577,723115,ORANGEBURG MUNICIPAL ARPT,SC,33.462,-80.858,+0060.1,14.0,64.77123287671235,98.1,0.0,43.05,0.0,0.0,0.0,0.0
336,720744,PICKENS COUNTY AIRPORT,SC,34.817,-82.7,+0309.1,6.1,60.174309392265194,99.3,0.0,35.09,0.0,0.0,0.0,0.0
1094,723117,RK HL/YORK CO/BRYNT FD APT,SC,34.987,-81.058,+0203.9,8.1,61.12986301369863,98.1,0.0,31.57,0.0,0.0,0.0,0.0
479,723107,SANTEE COOPER REGIONAL AIRPOR,SC,33.587,-80.209,+0031.1,15.8,62.534285714285716,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1880,747900,SHAW AFB/SUMTER,SC,33.967,-80.483,+0073.0,12.7,64.29123287671233,99.3,0.0,35.68,0.0,0.0,0.0,0.0
418,723126,SPARTANBURG DOWNTOWN MEM,SC,34.916,-81.957,+0244.1,10.4,60.06880222841225,98.6,0.0,0.0,0.0,0.0,0.0,0.0
520,997306,SPRINGMAID PIER,SC,33.65,-78.92,+0010.0,18.0,69.63256704980844,93.2,0.0,0.0,0.0,0.0,0.0,0.0
421,720632,SUMMERVILLE AIRPORT,SC,33.063,-80.279,+0017.1,15.8,65.62219178082191,98.6,0.0,0.0,0.0,0.0,0.0,0.0
445,720611,SUMTER AIRPORT,SC,34.0,-80.367,+0055.2,14.0,63.885479452054796,98.6,0.0,0.0,0.0,0.0,0.0,0.0
451,720604,WILLIAMSBURG REGIONAL AIRPORT,SC,33.717,-79.85,+0020.1,17.6,62.977071823204426,96.8,0.0,0.0,0.0,0.0,0.0,0.0
450,720603,WOODWARD FIELD AIRPORT,SC,34.283,-80.567,+0092.1,12.2,63.24520547945205,100.4,0.0,0.0,0.0,0.0,0.0,0.0
2301,726590,ABERDEEN REGIONAL AIRPORT,SD,45.443,-98.413,+0395.3,-22.0,44.23019390581718,100.9,254.0,21.6,0.0,0.0,0.0,0.0
1702,726605,BLACK HILLS AIRPORT CLYDE ICE,SD,44.483,-103.783,+1198.2,-22.0,46.35479452054794,102.2,0.0,0.0,0.0,0.0,0.0,0.0
0,720511,BRITTON MUNI,SD,45.815,-97.743,+0401.7,-23.8,41.988055555555555,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1659,726515,BROOKINGS MUNICIPAL ARPT,SD,44.3,-96.8,+0502.3,-20.2,41.275999999999996,102.0,0.0,14.79,0.0,0.0,0.0,0.0
2091,726627,BUFFALO,SD,45.604,-103.546,+0915.6,-23.1,45.56630136986302,105.1,0.0,12.52,0.0,0.0,0.0,0.0
1373,726530,CHAMBERLAIN MUNI AIRPORT,SD,43.767,-99.318,+0519.1,-18.8,46.74723756906078,103.5,0.0,11.66,0.0,0.0,0.0,0.0
1372,726525,CHAN GURNEY MUNICIPAL ARPT,SD,42.879,-97.364,+0357.2,-18.4,48.6129476584022,102.9,0.0,15.21,0.0,0.0,0.0,0.0
1784,726514,CUSTER COUNTY AIRPORT,SD,43.733,-103.611,+1690.1,-33.0,43.58219178082192,96.1,0.0,16.46,0.0,0.0,0.0,0.0
2046,726625,ELLSWORTH AFB,SD,44.133,-103.1,+0999.0,-18.4,47.78712328767123,104.0,30.799999999999997,17.77,0.0,0.0,3.0,3.0
1374,726539,FAITH MUNICIPAL AIRPORT,SD,45.032,-102.019,+0786.4,-23.1,44.42678062678062,109.9,0.0,10.41,0.0,0.0,0.0,0.0
2298,726540,HURON REGIONAL AIRPORT,SD,44.398,-98.223,+0390.1,-18.9,45.8950276243094,105.1,229.49999999999994,20.79,0.0,0.0,0.0,0.0
2468,726510,JOE FOSS FIELD AIRPORT,SD,43.578,-96.754,+0435.3,-18.0,47.808516483516485,105.1,181.6,25.44,0.0,0.0,5.0,5.0
426,720624,MADISON MUNICIPAL AIRPORT,SD,44.016,-97.086,+0523.0,-20.2,43.451002865329514,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1376,726545,MITCHELL MUNICIPAL AIRPORT,SD,43.774,-98.038,+0396.2,-18.9,47.20439560439561,107.1,343.80000000000007,11.11,0.0,0.0,0.0,0.0
1410,726685,MOBRIDGE MUNICIPAL AIRPORT,SD,45.546,-100.408,+0522.7,-18.9,45.95401662049861,106.0,403.6,17.37,0.0,0.0,0.0,0.0
1978,726516,PHILIP,SD,44.05,-101.6,+0673.0,-20.0,47.53435754189944,109.9,0.0,13.36,0.0,0.0,0.0,0.0
327,726560,PIERRE REGIONAL AIRPORT,SD,44.381,-100.286,+0531.0,-18.0,47.0513888888889,108.0,750.3,20.48,0.0,0.0,0.0,0.0
1369,726517,PINE RIDGE AIRPORT,SD,43.021,-102.518,+1015.3,-36.0,47.47513812154696,109.9,0.0,9.56,0.0,0.0,0.0,0.0
2302,726620,RAPID CITY REGIONAL AIRPORT,SD,44.046,-103.054,+0963.2,-18.0,46.72762430939227,105.1,0.0,17.44,0.0,0.0,0.0,0.0
2101,711680,SIOUX FALLS CLIMATE,SD,43.733,-96.633,+0481.5,-19.8,44.6792817679558,100.2,13.100000000000001,25.22,0.0,0.0,0.0,0.0
1371,726519,SISSETON MUNICIPAL AIRPORT,SD,45.669,-96.991,+0353.9,-23.1,44.95333333333334,102.9,1839.0,23.63,0.0,0.0,0.0,0.0
2391,726546,WATERTOWN MUNICIPAL ARPT,SD,44.905,-97.15,+0532.8,-20.2,42.6972602739726,97.0,393.30000000000007,20.09,0.0,0.0,0.0,0.0
1370,726518,WINNER REGIONAL AIRPORT,SD,43.391,-99.842,+0619.4,-18.9,49.811080332409965,111.0,0.0,15.39,0.0,0.0,0.0,0.0
58,720907,CAMPBELL CO,TN,36.335,-84.162,+0359.7,1.4,56.78327974276527,95.0,0.0,0.0,0.0,0.0,0.0,0.0
35,720168,COVINGTON MUNI,TN,35.583,-89.587,+0085.3,14.0,61.10492753623189,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1817,723250,CROSSVILLE MEMORIAL -WHITSON,TN,35.951,-85.081,+0569.1,-2.2,55.79450549450549,91.0,0.0,68.65,0.0,0.0,0.0,0.0
1916,723347,DYERSBURG MUNI,TN,36.0,-89.4,+0103.0,-2.9,60.41988950276243,100.0,0.0,29.2,0.0,0.0,0.0,0.0
26,720775,ELLINGTON,TN,35.507,-86.804,+0218.5,5.0,58.61578947368421,96.8,0.0,0.0,0.0,0.0,0.0,0.0
124,A00029,EVERETT-STEWART AIRPORT,TN,36.38,-88.985,+0103.9,-4.0,59.44012738853503,98.6,0.0,0.0,0.0,0.0,0.0,0.0
92,722781,HENRY CO,TN,36.338,-88.383,+0176.8,-4.0,58.59671232876712,98.6,0.0,0.0,0.0,0.0,0.0,0.0
54,723271,JOHN C TUNE,TN,36.182,-86.887,+0150.9,3.2,60.63057851239669,100.4,0.0,0.0,0.0,0.0,0.0,0.0
2148,723264,KNOXVILLE DOWNTOWN ISLAND,TN,35.964,-83.874,+0253.9,6.8,60.093920972644376,96.8,0.0,0.0,0.0,0.0,0.0,0.0
2349,723240,LOVELL FIELD AIRPORT,TN,35.034,-85.2,+0204.2,7.0,62.10986301369863,99.0,2.4,63.88,0.0,0.0,0.0,0.0
134,723249,MAURY COUNTY AIRPORT,TN,35.554,-87.179,+0207.9,5.0,59.17048710601719,98.6,0.0,0.0,0.0,0.0,0.0,0.0
2397,723260,MC GHEE TYSON AIRPORT,TN,35.818,-83.986,+0293.2,3.9,59.809315068493156,96.1,17.4,56.26,0.0,0.0,1.0,1.0
2208,723346,MCKELLAR-SIPES RGNL ARPT,TN,35.593,-88.917,+0132.0,-2.0,59.83178082191781,100.0,0.0,51.39,0.0,0.0,0.0,0.0
2405,723340,MEMPHIS INTERNATIONAL AIRPORT,TN,35.056,-89.987,+0077.4,1.0,63.76109589041095,102.9,10.0,57.28,0.0,0.0,1.0,1.0
1757,723284,MILLINGTON MUNICIPAL AIRPORT,TN,35.35,-89.867,+0097.5,-0.4,61.703013698630144,98.6,0.0,0.0,0.0,0.0,0.0,0.0
2377,723270,NASHVILLE INTERNATIONAL AIRPO,TN,36.119,-86.689,+0182.9,0.0,61.700549450549445,100.9,34.599999999999994,54.62,0.0,0.0,0.0,0.0
323,724270,OAK RIDGE,TN,36.023,-84.234,+0274.3,3.0,59.35232876712329,99.0,0.0,61.77,0.0,0.0,0.0,0.0
1756,723280,OUTLAW FIELD AIRPORT,TN,36.624,-87.419,+0170.7,-2.9,60.02356164383561,102.0,0.0,44.28,0.0,0.0,0.0,0.0
1854,746720,SABRE AHP,TN,36.568,-87.481,+0181.1,-4.5,57.562028985507254,99.9,0.0,38.57,0.0,0.0,0.0,0.0
1101,723273,SMYRNA AIRPORT,TN,36.009,-86.52,+0165.5,3.0,59.985950413223144,100.0,0.0,37.35,0.0,0.0,0.0,0.0
1758,723350,TRI-CITIES REGIONAL TN/VA AIR,TN,36.48,-82.399,+0456.3,1.0,57.15972602739726,95.0,12.8,43.62,0.0,0.0,0.0,0.0
201,721031,TULLAHOMA REGIONAL AIRPORT WI,TN,35.38,-86.246,+0330.1,3.2,58.37902298850575,96.8,0.0,0.0,0.0,0.0,0.0,0.0
193,723274,UPPER CUMBERLAND REGIONAL AIR,TN,36.056,-85.531,+0312.1,3.2,57.524450549450556,95.0,0.0,0.0,0.0,0.0,0.0,0.0
45,720171,WILLIAM L WHITEHURST FLD,TN,35.214,-89.043,+0152.1,-0.4,60.26109589041096,98.6,0.0,0.0,0.0,0.0,0.0,0.0
208,720974,WINCHESTER MUNICIPAL AIRPORT,TN,35.178,-86.066,+0298.1,5.0,59.725,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1831,994710,068: BAFFIN BAY; POINT OF ROC,TX,27.3,-97.42,+0000.0,27.7,71.37450980392158,88.5,0.0,0.0,0.0,0.0,0.0,0.0
1029,722499,A L MANGHAM JR RGNL ARPT,TX,31.578,-94.709,+0108.2,10.0,66.06666666666666,102.9,0.0,34.43,0.0,0.0,0.0,0.0
2411,722660,ABILENE REGIONAL AIRPORT,TX,32.411,-99.682,+0545.6,10.0,67.33966942148761,109.9,6.300000000000001,15.11,0.0,0.0,0.0,0.0
1046,722598,ADDISON AIRPORT,TX,32.969,-96.836,+0196.3,9.5,68.09835616438357,107.6,0.0,2.27,0.0,1.0,0.0,3.0
245,720954,ALAMINOS CANYON,TX,26.933,-94.683,+0025.3,44.6,76.65895316804408,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1905,722517,ALICE INTL,TX,27.733,-98.017,+0054.0,21.9,71.56887052341598,107.1,0.0,20.330000000000002,0.0,0.0,0.0,0.0
871,720151,ALPINE-CASPARIS MUNI ARPT,TX,30.383,-103.683,+1375.6,4.8,63.20794520547945,101.7,0.0,12.08,0.0,0.0,0.0,0.0
2449,723630,AMARILLO RICK HUSBAND INTL AI,TX,35.23,-101.704,+1098.5,0.0,59.30921787709498,108.0,14.599999999999998,16.55,0.0,0.0,0.0,0.0
2190,722446,ANGELINA COUNTY AIRPORT,TX,31.236,-94.754,+0087.8,12.0,68.11868131868133,106.0,0.0,43.99,0.0,0.0,0.0,0.0
1030,722524,ARANSAS COUNTY AIRPORT,TX,28.084,-97.046,+0006.7,19.9,72.59424657534245,99.0,0.0,24.77,0.0,0.0,0.0,0.0
1027,722479,ARLINGTON MUNICIPAL AIRPORT,TX,32.664,-97.094,+0192.0,10.9,67.58219178082192,109.0,0.0,30.27,0.0,0.0,0.0,0.0
175,721043,ATHENS MUNI,TX,32.164,-95.828,+0135.3,12.2,65.74876712328768,105.8,0.0,0.0,0.0,0.0,0.0,0.0
399,720648,AUSTIN EXECUTIVE AIRPORT,TX,30.395,-97.567,+0188.1,14.0,67.45672514619886,104.0,0.0,12.15,0.0,0.0,0.0,0.0
2080,722540,AUSTIN-BERGSTROM INTL AIRPORT,TX,30.183,-97.68,+0146.3,14.0,68.66914600550965,109.9,0.0,31.33,0.0,0.0,0.0,0.0
2079,722544,AUSTIN-CAMP MABRY,TX,30.321,-97.76,+0204.2,15.1,70.47802197802197,109.9,0.0,28.0,0.0,0.0,0.0,0.0
995,722192,AVENGER FIELD AIRPORT,TX,32.473,-100.466,+0725.4,10.2,67.00415512465374,111.6,0.0,10.16,0.0,0.0,0.0,0.0
1520,720273,BAY CITY MUNICIPAL AIRPORT,TX,28.973,-95.863,+0013.7,17.8,69.28567493112949,99.3,0.0,28.990000000000002,0.0,0.0,0.0,0.0
268,720926,BEAUMONT MUNICIPAL AIRPORT,TX,30.071,-94.216,+0010.1,15.8,69.17452054794519,101.5,0.0,0.0,0.0,0.0,0.0,0.0
561,720391,BEEVILLE MUNI,TX,28.35,-97.717,+0082.0,19.4,69.82794520547947,103.6,0.0,8.29,0.0,0.0,0.0,0.0
882,720271,BIG SRNG MCMHN-WRKLE ARPT,TX,32.213,-101.521,+0784.3,7.3,65.63994490358125,107.8,0.0,7.93,0.0,0.0,0.0,0.0
344,722704,BIGGS AAF / FT BLISS TEXAS US,TX,31.85,-106.38,+1203.4,13.1,65.30767123287671,105.8,0.0,9.11,0.0,0.0,0.0,0.0
217,A05735,BOWIE MUNICIPAL AIRPORT,TX,33.6,-97.783,+0336.2,7.7,63.49162011173185,110.7,0.0,4.65,0.0,0.0,0.0,0.0
